Month/Year,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI(Monthly)
,12/12/2021,Chennai-AlandurBusDepot,11,31.9,12.36,15.39,19.52,0.47,23.9,36.00 
,13/12/2021,Chennai-AlandurBusDepot,14.65,37.54,12.69,14.72,20.18,0.52,20.37,34.00 
,14/12/2021,Chennai-AlandurBusDepot,21.16,47.58,12.53,13.69,18.64,0.57,28.46,46.00 
,15/12/2021,Chennai-AlandurBusDepot,30.4,61.76,17.31,14.81,20.4,0.55,36.59,55.00 
,16/12/2021,Chennai-AlandurBusDepot,36.14,70.6,18.5,15.51,20.67,0.62,42.19,69.00 
,17/12/2021,Chennai-AlandurBusDepot,33.92,67.19,19.91,16.87,22.52,0.59,38.24,69.00 
,18/12/2021,Chennai-AlandurBusDepot,32.98,65.75,18.54,15.44,22.57,0.53,46.69,69.00 
,19/12/2021,Chennai-AlandurBusDepot,25.47,54.19,19.55,15.66,26.93,0.57,46.95,71.00 
,20/12/2021,Chennai-AlandurBusDepot,28.64,59.07,20.23,18.24,23.79,0.68,42.23,67.00 
,21/12/2021,Chennai-AlandurBusDepot,30.62,62.12,21.15,20.26,25.79,0.7,47.89,89.00 
,22/12/2021,Chennai-AlandurBusDepot,30.32,61.65,23.92,32.87,30,1.08,54.45,173.00 
,23/12/2021,Chennai-AlandurBusDepot,30.5,61.92,23.11,23.42,37.13,0.82,57.53,129.00 
,24/12/2021,Chennai-AlandurBusDepot,28.59,58.99,17.04,20.53,29.11,0.69,41.61,73.00 
,25/12/2021,Chennai-AlandurBusDepot,50.16,92.17,17.26,23.13,30.17,0.74,47.58,92.00 
,26/12/2021,Chennai-AlandurBusDepot,47.39,87.91,16.23,21.76,27.79,0.73,41.32,87.00 
,27/12/2021,Chennai-AlandurBusDepot,45.46,84.95,14.05,18.36,28.19,0.6,37.09,87.00 
,28/12/2021,Chennai-AlandurBusDepot,36.62,71.34,14.48,17.81,24.19,0.6,31.92,73.00 
,29/12/2021,Chennai-AlandurBusDepot,37.28,72.35,14.23,17.01,25.88,0.58,24.26,73.00 
,30/12/2021,Chennai-AlandurBusDepot,34.38,67.9,11.67,16.24,25.21,0.45,39.07,77.00 
,31/12/2021,Chennai-AlandurBusDepot,29.75,60.77,83.09,96.6,34.89,1.48,12.82,84.00 
Jan/22,01/01/2022,Chennai-AlandurBusDepot,26.55,55.84,40.7,94.38,30.41,1.84,16.81,105.00 
,02/01/2022,Chennai-AlandurBusDepot,26.07,55.11,39.69,72.98,33.01,1.56,17.8,88.00 
,03/01/2022,Chennai-AlandurBusDepot,40.05,76.61,23.29,49.13,39.87,1.68,25.91,88.00 
,04/01/2022,Chennai-AlandurBusDepot,47.55,88.09,18.99,55.16,45.62,1.31,37.28,87.00 
,05/01/2022,Chennai-AlandurBusDepot,44.18,82.98,18.11,99.61,50.42,1.58,24,87.00 
,06/01/2022,Chennai-AlandurBusDepot,32.72,65.33,15.5,69.28,52.02,1.33,25.54,74.00 
,07/01/2022,Chennai-AlandurBusDepot,27.35,57.07,14.72,29.22,52.37,1.13,21.71,66.00 
,08/01/2022,Chennai-AlandurBusDepot,22.39,49.44,19.24,30.65,48.65,1.25,22.44,62.00 
,09/01/2022,Chennai-AlandurBusDepot,17.24,41.52,8.85,17.24,44.12,1.46,24.05,75.00 
,10/01/2022,Chennai-AlandurBusDepot,21.18,47.61,12.83,18.19,42.97,1.47,21.15,67.00 
,11/01/2022,Chennai-AlandurBusDepot,24.56,52.79,12.33,20.52,42.86,1.46,15.13,79.00 
,12/01/2022,Chennai-AlandurBusDepot,22.24,49.21,10.96,17.55,40.41,1.27,11.51,68.00 
,13/01/2022,Chennai-AlandurBusDepot,30.82,62.41,10,15.26,39.12,1.39,12.53,72.00 
,14/01/2022,Chennai-AlandurBusDepot,15.89,39.45,8.55,13.63,35.59,1.05,12.49,49.00 
,15/01/2022,Chennai-AlandurBusDepot,15.92,39.49,8.89,14.4,34.83,1.4,15.84,49.00 
,16/01/2022,Chennai-AlandurBusDepot,12.36,34.04,6.12,11.52,31.35,1.67,20.44,92.00 
,17/01/2022,Chennai-AlandurBusDepot,15.84,39.37,12.73,15.75,31.56,1.48,20.35,74.00 
,18/01/2022,Chennai-AlandurBusDepot,33.21,66.19,17.02,35.96,35.38,1.28,24.55,60.00 
,19/01/2022,Chennai-AlandurBusDepot,45.71,85.33,19.04,26.61,39.01,1.15,29.27,78.00 
,20/01/2022,Chennai-AlandurBusDepot,44.91,84.09,17.82,22.03,39.84,1.48,39.35,88.00 
,21/01/2022,Chennai-AlandurBusDepot,45.91,85.63,14.61,29.57,38.07,1.34,37.31,88.00 
,22/01/2022,Chennai-AlandurBusDepot,41.02,78.11,11.59,15.76,33.04,1.68,33.69,79.00 
,23/01/2022,Chennai-AlandurBusDepot,33.43,66.43,5.92,11.66,30.2,1.45,36.55,70.00 
,24/01/2022,Chennai-AlandurBusDepot,26.43,55.67,15.45,16.23,31.16,1.48,21.84,72.00 
,25/01/2022,Chennai-AlandurBusDepot,32.97,65.72,12.64,22.02,36.44,1.46,18.7,71.00 
,26/01/2022,Chennai-AlandurBusDepot,22.72,49.95,10.07,15.37,31.66,1.54,15.69,75.00 
,27/01/2022,Chennai-AlandurBusDepot,23.67,51.43,10.73,15.65,31.38,1.74,17.31,86.00 
,28/01/2022,Chennai-AlandurBusDepot,45.22,84.57,16.72,14.82,29.31,1.29,30.3,85.00 
,29/01/2022,Chennai-AlandurBusDepot,66.91,117.94,18.98,17.95,30.6,1.4,28.93,121.00 
Feb/22,01/02/2022,Chennai-AlandurBusDepot,46.37,86.39,16.54,18.18,33.78,1.66,38.47,86.00 
,02/02/2022,Chennai-AlandurBusDepot,41.77,79.27,17.21,27.12,36.54,1.44,23.97,79.00 
,03/02/2022,Chennai-AlandurBusDepot,36.45,71.36,14.8,22.31,34.45,1.41,26.06,73.00 
,04/02/2022,Chennai-AlandurBusDepot,29.19,59.9,12.92,19.09,30.52,1.36,28.99,62.00 
,05/02/2022,Chennai-AlandurBusDepot,29.89,60.98,11.99,17.72,26.44,1.67,22.73,68.00 
,06/02/2022,Chennai-AlandurBusDepot,33.15,65.99,12.52,15.84,24.43,1.85,28.23,89.00 
,07/02/2022,Chennai-AlandurBusDepot,36.86,71.7,15.17,17.99,22.22,1.88,31.31,80.00 
,08/02/2022,Chennai-AlandurBusDepot,42.83,80.88,15.28,20.96,20.93,1.25,49.17,81.00 
,09/02/2022,Chennai-AlandurBusDepot,35.17,69.1,15.25,16.66,20.6,1.45,58.91,74.00 
,10/02/2022,Chennai-AlandurBusDepot,47.52,88.12,19.32,18.7,20.34,1.64,43.52,87.00 
,11/02/2022,Chennai-AlandurBusDepot,38.65,75.04,15.94,17.59,20.13,1.22,48.78,84.00 
,12/02/2022,Chennai-AlandurBusDepot,36.8,71.75,16.46,17.23,20.45,1.08,166.06,243.00 
,13/02/2022,Chennai-AlandurBusDepot,42.06,79.65,14.91,18.21,20.78,0.87,65.78,249.00 
,14/02/2022,Chennai-AlandurBusDepot,44.73,83.82,13.17,16.64,20.57,1.45,104.77,233.00 
,15/02/2022,Chennai-AlandurBusDepot,38.71,74.55,14.84,16.84,20.65,1.18,126.16,224.00 
,16/02/2022,Chennai-AlandurBusDepot,43.62,82.11,17.2,17.56,20.62,1.55,94.45,126.00 
,17/02/2022,Chennai-AlandurBusDepot,42.02,79.65,17.73,18.24,20.56,1.07,114.89,175.00 
,18/02/2022,Chennai-AlandurBusDepot,34.65,68.3,12.05,15.04,20.41,1.1,95.1,152.00 
,19/02/2022,Chennai-AlandurBusDepot,45.5,85.01,12.74,14.09,19.92,1.15,47.49,77.00 
,20/02/2022,Chennai-AlandurBusDepot,55.82,100.87,15.55,17.21,19.95,0.93,99.57,113.00 
,21/02/2022,Chennai-AlandurBusDepot,35.63,69.81,11.84,17.11,20.12,1.11,182.94,252.00 
,22/02/2022,Chennai-AlandurBusDepot,31.31,63.17,9.95,14.88,20.2,1.19,163.31,189.00 
,23/02/2022,Chennai-AlandurBusDepot,24.48,52.76,9.81,13.58,20.15,1.34,159.56,174.00 
,24/02/2022,Chennai-AlandurBusDepot,31.99,64.24,11.91,18.55,20.3,1.22,91.19,166.00 
,25/02/2022,Chennai-AlandurBusDepot,39.14,75.22,14.12,27.34,20.63,1.12,47.23,77.00 
,26/02/2022,Chennai-AlandurBusDepot,38.45,74.16,15,21.3,21.25,0.96,64.73,76.00 
,27/02/2022,Chennai-AlandurBusDepot,27.52,57.34,17,17.94,21.78,1.04,81.35,150.00 
,28/02/2022,Chennai-AlandurBusDepot,34.36,67.87,13.26,17.32,18.92,1.4,35.7,62.00 
Mar/22,01/03/2022,Chennai-AlandurBusDepot,31.51,63.48,14.19,18.85,13.94,1.8,34.42,69.00 
,02/03/2022,Chennai-AlandurBusDepot,40.45,77.23,16.11,21.52,14.26,1.54,32.19,72.00 
,03/03/2022,Chennai-AlandurBusDepot,43.25,81.54,15.76,17.66,14.44,1.48,35.15,75.00 
,04/03/2022,Chennai-AlandurBusDepot,43.04,81.22,15.3,15.32,14.87,1.85,42.18,92.00 
,05/03/2022,Chennai-AlandurBusDepot,37.58,72.82,17.97,18.13,14.87,1.84,40.92,69.00 
,06/03/2022,Chennai-AlandurBusDepot,30.03,61.2,12.37,12.76,15.63,1.55,47.33,67.00 
,07/03/2022,Chennai-AlandurBusDepot,29.56,60.48,10.83,15.31,15.43,1.45,51.5,67.00 
,08/03/2022,Chennai-AlandurBusDepot,43.63,82.12,14.19,18.92,15.78,1.03,39.47,78.00 
,09/03/2022,Chennai-AlandurBusDepot,44.02,82.68,13.04,14.8,14.74,1.13,39.13,83.00 
,10/03/2022,Chennai-AlandurBusDepot,43.97,82.64,15.69,17.94,14.72,0.97,35.03,83.00 
,11/03/2022,Chennai-AlandurBusDepot,39.1,75.16,15.91,17.64,14.7,1.22,36.99,74.00 
,12/03/2022,Chennai-AlandurBusDepot,40.83,77.58,17.55,18.83,14.82,1.46,33.02,77.00 
,13/03/2022,Chennai-AlandurBusDepot,43.61,82.09,16.33,19.25,14.79,1.21,51.07,82.00 
,14/03/2022,Chennai-AlandurBusDepot,47.81,88.56,15.65,17.03,14.96,1.09,101.74,117.00 
,15/03/2022,Chennai-AlandurBusDepot,48.26,89.25,16.73,20.57,14.79,1.12,102.95,178.00 
,16/03/2022,Chennai-AlandurBusDepot,52.71,96.08,17.61,17.63,14.82,1.38,70.35,96.00 
,17/03/2022,Chennai-AlandurBusDepot,54.98,99.39,16.45,19.59,15.13,1.27,129.99,184.00 
,18/03/2022,Chennai-AlandurBusDepot,37.35,72.46,11.05,18.2,15.3,1.3,149.06,156.00 
,19/03/2022,Chennai-AlandurBusDepot,38.4,74.08,8.85,17.81,15.95,1.71,135.02,87.00 
,20/03/2022,Chennai-AlandurBusDepot,38.52,74.29,9.5,16.42,16.06,1.54,125.24,176.00 
,21/03/2022,Chennai-AlandurBusDepot,47.49,88.07,9.56,16.47,16.26,1.31,124.21,114.00 
,22/03/2022,Chennai-AlandurBusDepot,44.96,84.18,18.98,20.8,16.45,1.46,80.71,89.00 
,23/03/2022,Chennai-AlandurBusDepot,43.87,82.4,7.13,20.78,15.52,1.24,26.61,83.00 
,24/03/2022,Chennai-AlandurBusDepot,36.44,71.17,6.2,10.54,14.26,1.25,4.83,75.00 
,25/03/2022,Chennai-AlandurBusDepot,31.56,63.55,5.58,15.85,15.7,1.25,2.37,67.00 
,26/03/2022,Chennai-AlandurBusDepot,30.62,62.11,5.46,31.25,15.38,1.25,1.78,63.00 
,27/03/2022,Chennai-AlandurBusDepot,24.68,52.97,5.17,28.72,15.64,1.25,2.13,62.00 
,28/03/2022,Chennai-AlandurBusDepot,21.92,48.72,4.85,32.06,15.64,1.25,0.99,62.00 
,29/03/2022,Chennai-AlandurBusDepot,19.75,45.38,4.02,38.43,15.67,1.25,2.21,62.00 
,30/03/2022,Chennai-AlandurBusDepot,21.68,48.35,4.98,28.01,15.66,1.26,1.47,63.00 
,31/03/2022,Chennai-AlandurBusDepot,18.67,43.76,4.44,35.53,15.49,1.25,3.56,62.00 
Apr/22,01/04/2022,Chennai-AlandurBusDepot,19.22,44.56,4.68,42.69,15.61,1.25,8.72,62.00 
,02/04/2022,Chennai-AlandurBusDepot,17.98,42.65,4.92,32.2,15.76,1.25,43.07,62.00 
,03/04/2022,Chennai-AlandurBusDepot,17.23,41.5,5.09,27.12,16.11,1.25,41.29,62.00 
,04/04/2022,Chennai-AlandurBusDepot,15.59,38.99,4.3,29.25,16.16,1.25,55.04,63.00 
,05/04/2022,Chennai-AlandurBusDepot,13.73,36.6,15.39,41.01,28.24,2.47,9.38,106.00 
,06/04/2022,Chennai-AlandurBusDepot,12.06,33.56,11.44,36.86,28.02,1.06,9.18,35.00 
,09/04/2022,Chennai-AlandurBusDepot,23.1,50.22,6.27,29.66,9.82,1.5,10.4,73.00 
,10/04/2022,Chennai-AlandurBusDepot,11.84,33.21,3.44,32.97,10.31,0.97,13.24,48.00 
,11/04/2022,Chennai-AlandurBusDepot,14.8,37.77,9.39,20.47,10.06,1.14,20.37,53.00 
,12/04/2022,Chennai-AlandurBusDepot,9.88,30.2,5.01,21.66,9.67,0.66,19.05,33.00 
,21/04/2022,Chennai-AlandurBusDepot,16.63,40.63,5.03,20.43,10.38,1.24,22.99,59.00 
,22/04/2022,Chennai-AlandurBusDepot,14.25,36.92,3.85,24.99,10.31,1.91,23.93,79.00 
,23/04/2022,Chennai-AlandurBusDepot,14.67,37.58,3.66,20.49,10.64,1.68,26.44,65.00 
,24/04/2022,Chennai-AlandurBusDepot,13.35,35.53,3.82,24.02,11.22,1.44,27.25,81.00 
,25/04/2022,Chennai-AlandurBusDepot,15.93,39.51,9.74,22.95,11.25,2.13,25.97,88.00 
,26/04/2022,Chennai-AlandurBusDepot,18.75,43.85,11.74,28.09,11.13,1.87,29.6,106.00 
,27/04/2022,Chennai-AlandurBusDepot,16.07,39.7,5.78,21.29,11.11,2.07,42.12,95.00 
,28/04/2022,Chennai-AlandurBusDepot,15.79,39.29,3.21,14.75,8.34,1.91,24.97,91.00 
,29/04/2022,Chennai-AlandurBusDepot,19.08,44.35,3.69,11.94,8.64,1.63,118.59,190.00 
,30/04/2022,Chennai-AlandurBusDepot,22.96,50.32,5.63,19.07,10.09,1.55,71.44,78.00 
May/22,01/05/2022,Chennai-AlandurBusDepot,24.07,52.03,4.42,30.11,12.5,1.64,34.63,100.00 
,02/05/2022,Chennai-AlandurBusDepot,44.02,82.72,14.54,31.73,10.33,1.66,55.86,95.00 
,03/05/2022,Chennai-AlandurBusDepot,30.68,62.27,4.63,22.81,11.62,0.82,25.08,67.00 
,04/05/2022,Chennai-AlandurBusDepot,27.25,56.89,4.62,21.35,12.19,0.85,15.14,56.00 
,05/05/2022,Chennai-AlandurBusDepot,34.42,67.95,15.86,28.25,13.14,1.32,13.48,68.00 
,06/05/2022,Chennai-AlandurBusDepot,31.24,63.07,6.89,18.25,11.54,1.08,18.04,59.00 
,07/05/2022,Chennai-AlandurBusDepot,38.51,74.25,10.07,13.71,10.94,0.81,25.64,72.00 
,08/05/2022,Chennai-AlandurBusDepot,39.6,75.92,7.24,11.07,10.95,0.88,33.87,75.00 
,09/05/2022,Chennai-AlandurBusDepot,50.18,92.2,12.8,19.08,10.8,1.05,18.03,83.00 
,10/05/2022,Chennai-AlandurBusDepot,36.22,70.73,10.15,37.11,14.59,1.16,13.73,78.00 
,11/05/2022,Chennai-AlandurBusDepot,32.76,65.4,18.36,152.25,16.03,1.05,14.81,72.00 
,12/05/2022,Chennai-AlandurBusDepot,27.8,57.77,11.01,75.99,13.45,0.89,16.92,64.00 
,13/05/2022,Chennai-AlandurBusDepot,24.05,52,10.65,47.63,13.15,1.11,23.44,62.00 
,14/05/2022,Chennai-AlandurBusDepot,28.24,58.44,10.83,42.7,13.88,1.36,31.97,76.00 
,15/05/2022,Chennai-AlandurBusDepot,21.72,48.41,17.43,33.99,14.7,1.36,35.1,67.00 
,16/05/2022,Chennai-AlandurBusDepot,20.21,46.09,12.51,26.49,14.37,1.29,33.68,80.00 
,17/05/2022,Chennai-AlandurBusDepot,24.44,52.59,10.91,25.3,12.29,1.13,28.74,53.00 
,18/05/2022,Chennai-AlandurBusDepot,17.06,41.25,6.54,19.57,13.93,1.13,34.48,71.00 
,19/05/2022,Chennai-AlandurBusDepot,20.06,45.87,7.94,19.88,14.78,1.14,43.13,72.00 
,20/05/2022,Chennai-AlandurBusDepot,35.98,70.35,14.45,22.34,12.4,1.07,39.54,62.00 
,21/05/2022,Chennai-AlandurBusDepot,32.17,64.49,14.72,20.25,12.35,0.79,31.04,74.00 
,22/05/2022,Chennai-AlandurBusDepot,36.15,70.46,13.49,18.89,12.32,0.7,38.2,70.00 
,23/05/2022,Chennai-AlandurBusDepot,26.04,55.06,9.95,17.99,12.34,0.91,88.7,51.00 
,24/05/2022,Chennai-AlandurBusDepot,29.74,60.76,7.55,14.07,12.45,0.83,51.62,118.00 
,25/05/2022,Chennai-AlandurBusDepot,32.97,65.72,10.67,14.52,13.76,1.22,38.03,64.00 
,26/05/2022,Chennai-AlandurBusDepot,31.42,63.33,15.95,22.29,15.39,1.24,36.94,67.00 
,27/05/2022,Chennai-AlandurBusDepot,29.37,60.19,13.74,24,14.6,1.17,49.63,65.00 
,28/05/2022,Chennai-AlandurBusDepot,29.97,61.1,13.54,22.74,13.95,1.1,53.97,61.00 
,31/05/2022,Chennai-AlandurBusDepot,33.26,66.17,14.73,18.76,19.06,1.4,53.12,67.00 
Jun/22,01/06/2022,Chennai-AlandurBusDepot,33.66,66.79,17.06,31.13,21.66,1.07,42.29,63.00 
,02/06/2022,Chennai-AlandurBusDepot,36.19,70.67,14.45,27.98,17.2,1.08,50.4,71.00 
,03/06/2022,Chennai-AlandurBusDepot,33.69,66.83,10.07,16.12,11.95,0.92,52.38,68.00 
,04/06/2022,Chennai-AlandurBusDepot,41.51,26.93,8.99,12.38,12.1,0.88,95.73,162.00 
,05/06/2022,Chennai-AlandurBusDepot,86.56,27.11,6.06,10.62,11.82,0.97,54.6,80.00 
,06/06/2022,Chennai-AlandurBusDepot,64.31,57.79,7.87,11.27,11.82,0.77,66.08,72.00 
,07/06/2022,Chennai-AlandurBusDepot,39.3,75.46,11.49,15.68,11.49,1.04,49.3,76.00 
,08/06/2022,Chennai-AlandurBusDepot,38.09,73.6,9.4,14.88,11.44,1.19,40.93,74.00 
,09/06/2022,Chennai-AlandurBusDepot,35.01,68.86,14.62,19.1,11.27,0.86,35.92,69.00 
,10/06/2022,Chennai-AlandurBusDepot,31.82,63.96,10.61,19.59,11.11,1.32,36.46,69.00 
,11/06/2022,Chennai-AlandurBusDepot,33.2,66.08,13.56,18.41,13.56,1.62,31.03,68.00 
,12/06/2022,Chennai-AlandurBusDepot,36.43,71.08,9.5,22.97,18.26,1.12,60.43,98.00 
,13/06/2022,Chennai-AlandurBusDepot,31.02,62.73,10.47,22,13.82,0.96,74.58,91.00 
,14/06/2022,Chennai-AlandurBusDepot,39.71,75.97,7.79,14.18,12.4,1,60.07,70.00 
,15/06/2022,Chennai-AlandurBusDepot,27.67,57.57,7.23,10.83,12.17,0.9,47.27,63.00 
,16/06/2022,Chennai-AlandurBusDepot,28.07,58.18,7.77,13.73,13.49,1.04,49.18,69.00 
,17/06/2022,Chennai-AlandurBusDepot,27.54,57.37,12.54,24.92,17.01,1.46,42.72,79.00 
,18/06/2022,Chennai-AlandurBusDepot,21.97,48.58,8.74,21.01,16.43,1.4,64.3,65.00 
,19/06/2022,Chennai-AlandurBusDepot,20.65,46.82,7.77,19.97,19.02,1.31,77.91,123.00 
,20/06/2022,Chennai-AlandurBusDepot,18.54,43.52,13.21,25.43,16.57,1.52,14.94,76.00 
,21/06/2022,Chennai-AlandurBusDepot,19.79,45.45,10.7,20.89,12.95,1.36,12.12,71.00 
,22/06/2022,Chennai-AlandurBusDepot,126.77,159.22,8.16,17.89,12.32,1.03,14.98,95.00 
,23/06/2022,Chennai-AlandurBusDepot,7.27,26.18,13.59,24.29,11.65,1.2,12.46,58.00 
,24/06/2022,Chennai-AlandurBusDepot,28.93,35.45,7.49,16.85,12.18,1.27,13.04,70.00 
,25/06/2022,Chennai-AlandurBusDepot,10.45,31.08,9.13,17.8,12.33,1.11,13.13,59.00 
,26/06/2022,Chennai-AlandurBusDepot,12.88,34.82,10.14,17.43,12.39,0.94,12.46,41.00 
,27/06/2022,Chennai-AlandurBusDepot,22,48.86,10.3,19.01,11.57,0.88,12.87,48.00 
,28/06/2022,Chennai-AlandurBusDepot,16.65,40.62,9.19,14.95,10.33,1.07,19.65,45.00 
,29/06/2022,Chennai-AlandurBusDepot,35.77,53.5,9.1,19.03,10.71,1.28,153.91,236.00 
,30/06/2022,Chennai-AlandurBusDepot,17.04,41.22,8.76,19.82,9.88,1.02,162.53,276.00 
Jul/22,01/07/2022,Chennai-AlandurBusDepot,19,25.67,8.08,21.83,13.34,1.62,20.06,79.00 
,02/07/2022,Chennai-AlandurBusDepot,27.45,46.15,18.89,28.14,15.22,1.92,11.12,96.00 
,03/07/2022,Chennai-AlandurBusDepot,11.18,32.18,11.36,23.03,17.08,1.21,10.86,54.00 
,04/07/2022,Chennai-AlandurBusDepot,20.94,44.1,10.81,21.81,15.61,1.31,11.92,54.00 
,05/07/2022,Chennai-AlandurBusDepot,4.43,21.82,11.92,22.13,15.46,1.2,10.27,49.00 
,06/07/2022,Chennai-AlandurBusDepot,2.12,18.27,11.53,24.15,13.54,1.3,12.88,64.00 
,07/07/2022,Chennai-AlandurBusDepot,6.32,24.72,12.08,20.71,14.46,1.29,9.32,58.00 
,08/07/2022,Chennai-AlandurBusDepot,2.09,18.26,11.19,20.66,14.09,1.19,12.38,49.00 
,09/07/2022,Chennai-AlandurBusDepot,3.65,20.61,11.18,20.3,13.4,1.14,10.76,60.00 
,10/07/2022,Chennai-AlandurBusDepot,35.01,65.86,10.26,15.46,14.06,1.13,21.06,52.00 
,11/07/2022,Chennai-AlandurBusDepot,253.97,105.16,12.02,22.06,13.38,1.07,16.63,404.00 
,12/07/2022,Chennai-AlandurBusDepot,48.94,75.3,11.5,22.58,13.63,1.08,10.62,81.00 
,13/07/2022,Chennai-AlandurBusDepot,15.35,23.61,12.03,23.37,13.75,1.06,9.4,51.00 
,14/07/2022,Chennai-AlandurBusDepot,18.54,28.52,12.31,22.41,13.75,1.17,12.73,46.00 
,15/07/2022,Chennai-AlandurBusDepot,43.16,66.79,13.58,24.46,13.95,1.23,9.15,69.00 
,16/07/2022,Chennai-AlandurBusDepot,43.9,67.55,11.33,25.48,13.69,1.17,25.66,77.00 
,17/07/2022,Chennai-AlandurBusDepot,27.04,41.52,8.28,23.44,13.69,1.04,15.67,50.00 
,18/07/2022,Chennai-AlandurBusDepot,31.46,48.41,9.22,23.02,14.06,1.29,9.69,56.00 
,27/07/2022,Chennai-AlandurBusDepot,21.23,32.67,7.63,17.16,1.84,0.98,11.46,47.00 
,28/07/2022,Chennai-AlandurBusDepot,12.13,18.67,5.91,12.09,2.08,1.15,46.17,61.00 
,29/07/2022,Chennai-AlandurBusDepot,13.51,20.79,5.63,11.55,2.24,1.07,148.81,55.00 
,30/07/2022,Chennai-AlandurBusDepot,10.97,16.87,6.94,14.12,2.31,1.13,98,50.00 
,31/07/2022,Chennai-AlandurBusDepot,35.24,54.22,7.97,19.67,2.85,1.16,21.99,55.00 
Aug/22,01/08/2022,Chennai-AlandurBusDepot,37.76,58.1,8.37,19.14,3.1,1.18,16,58.00 
,02/08/2022,Chennai-AlandurBusDepot,39.61,60.94,9.35,18.94,3.35,1.28,16.07,71.00 
,03/08/2022,Chennai-AlandurBusDepot,19.37,29.8,8.05,18.37,3.73,1.22,11.21,49.00 
,04/08/2022,Chennai-AlandurBusDepot,17.38,26.75,10.93,13.5,3.69,1.14,11.37,46.00 
,05/08/2022,Chennai-AlandurBusDepot,12.65,19.45,20.29,27.8,6.24,1.31,8.76,62.00 
,06/08/2022,Chennai-AlandurBusDepot,12.24,18.83,13.48,28.55,7.33,1.25,8.79,50.00 
,07/08/2022,Chennai-AlandurBusDepot,5.35,8.23,10.52,23.78,7.23,1.53,8.93,82.00 
,08/08/2022,Chennai-AlandurBusDepot,14.62,22.49,9.99,20.07,2.77,1.13,10.31,39.00 
,09/08/2022,Chennai-AlandurBusDepot,14.78,22.74,10.59,16.15,3,1.23,10.12,61.00 
,10/08/2022,Chennai-AlandurBusDepot,14.51,22.32,10.99,15.98,3.38,1.11,9.99,47.00 
,11/08/2022,Chennai-AlandurBusDepot,17.07,26.39,12.15,16.82,3.36,1.02,10.65,53.00 
,12/08/2022,Chennai-AlandurBusDepot,10.24,15.75,12.04,17.61,4.41,0.97,10.13,42.00 
,13/08/2022,Chennai-AlandurBusDepot,10.84,16.68,10.73,14.79,4.6,0.86,10.16,60.00 
,14/08/2022,Chennai-AlandurBusDepot,7.5,11.54,9.67,14.61,4.7,1.05,9.82,55.00 
,15/08/2022,Chennai-AlandurBusDepot,12.7,19.7,6.2,12.96,4.76,0.93,10.44,43.00 
,16/08/2022,Chennai-AlandurBusDepot,5.64,8.67,5.07,12.07,4.14,1.2,11.07,54.00 
,17/08/2022,Chennai-AlandurBusDepot,4.51,6.98,12.32,23.78,13.13,1.51,11.77,75.00 
,18/08/2022,Chennai-AlandurBusDepot,4.45,6.85,14.33,29.73,16.02,1.3,10.61,58.00 
,19/08/2022,Chennai-AlandurBusDepot,7.56,11.63,12.8,28.74,19.1,1.59,11.3,87.00 
,20/08/2022,Chennai-AlandurBusDepot,16.54,25.45,12.2,27.26,10.19,1.31,10.96,60.00 
,21/08/2022,Chennai-AlandurBusDepot,16.49,25.35,7.33,16.55,2.4,1.07,12.88,59.00 
,22/08/2022,Chennai-AlandurBusDepot,3.14,4.82,6.29,15.02,4.29,0.97,12.56,44.00 
,23/08/2022,Chennai-AlandurBusDepot,17.25,26.54,29.93,13.58,49.9,1.18,21.65,62.00 
,24/08/2022,Chennai-AlandurBusDepot,10.9,16.77,24.45,14.65,38.31,1.24,31.52,59.00 
,25/08/2022,Chennai-AlandurBusDepot,14.63,22.34,31.46,13.26,4.61,0.93,29.46,49.00 
,26/08/2022,Chennai-AlandurBusDepot,21.41,32.94,31.64,14.35,3.25,1.72,31.2,62.00 
,27/08/2022,Chennai-AlandurBusDepot,27.89,42.91,35.42,13.79,1.19,1.43,33.39,59.00 
,28/08/2022,Chennai-AlandurBusDepot,21.14,32.96,31.75,15.78,2.18,1.2,31.55,65.00 
,29/08/2022,Chennai-AlandurBusDepot,43.15,66.38,29.84,17.82,2.04,1.12,31.43,55.00 
,30/08/2022,Chennai-AlandurBusDepot,78.87,84.45,27.35,12.53,1.76,1.42,32.05,162.00 
,31/08/2022,Chennai-AlandurBusDepot,205.66,316.41,24.34,12.52,2.48,1.33,34.44,366.00 
Sep/22,01/09/2022,Chennai-AlandurBusDepot,52,79.98,25.58,22.36,1.71,2.31,35.81,132.00 
,02/09/2022,Chennai-AlandurBusDepot,9.24,14.22,20.5,13.43,1.35,2.02,33.98,34.00 
,03/09/2022,Chennai-AlandurBusDepot,17.13,26.34,34.16,18.34,2.06,2.08,37.95,85.00 
,04/09/2022,Chennai-AlandurBusDepot,27.82,42.8,20.65,19.53,2.51,2.21,33.76,85.00 
,05/09/2022,Chennai-AlandurBusDepot,28.38,43.66,25.93,20.91,2.46,2.44,33.99,105.00 
,06/09/2022,Chennai-AlandurBusDepot,33.06,50.8,21.45,16.54,2.08,2.12,31.87,85.00 
,07/09/2022,Chennai-AlandurBusDepot,33.23,51.13,31.28,16.69,2.14,2.76,30.5,112.00 
