Month/ year,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI,,
,28/03/2021,Lucknow - Lalbagh,77.74,211.6,23.06,44,8.98,0.99,58.28,174.00 ,,
,29/03/2021,Lucknow - Lalbagh,37.66,215.96,18.04,48.23,7.27,1.53,57.67,177.00 ,,
,30/03/2021,Lucknow - Lalbagh,79.37,250.81,17.35,51.61,8.62,1.37,51.87,164.00 ,,
,31/03/2021,Lucknow - Lalbagh,91.16,212.02,12.45,37.57,7.2,1.16,49.66,202.00 ,,
Apr/21,01/04/2021,Lucknow - Lalbagh,72.3,170.03,15,27.24,7.22,0.77,50.89,147.00 ,,
,02/04/2021,Lucknow - Lalbagh,91.44,167.23,14.99,27.46,7.21,0.82,46.84,203.00 ,,
,03/04/2021,Lucknow - Lalbagh,60.19,146.17,23.38,28.28,7.23,0.44,51.19,131.00 ,,
,04/04/2021,Lucknow - Lalbagh,71.4,159.13,21.67,32.11,7.22,0.43,48.87,140.00 ,,
,05/04/2021,Lucknow - Lalbagh,90.25,193.98,20.84,35.57,7.2,0.57,50.03,163.00 ,,
,06/04/2021,Lucknow - Lalbagh,96.96,234.77,19.42,48.99,7.21,0.91,55.37,221.00 ,,
,07/04/2021,Lucknow - Lalbagh,119.75,238.37,31.79,48.37,7.18,1.58,49.41,299.00 ,,
,08/04/2021,Lucknow - Lalbagh,128.11,248.25,45.66,55.47,7.21,0.65,51.64,306.00 ,,
,09/04/2021,Lucknow - Lalbagh,81.45,173.41,68.09,31.81,7.21,1.14,50.79,171.00 ,,
,10/04/2021,Lucknow - Lalbagh,63.58,144.08,37.05,26.14,7.22,0.71,49.72,130.00 ,,
,11/04/2021,Lucknow - Lalbagh,75.65,151.32,39.93,27.58,7.22,0.8,49.1,151.00 ,,
,12/04/2021,Lucknow - Lalbagh,78.45,159.45,36.59,38.31,7.22,0.85,48.94,161.00 ,,
,13/04/2021,Lucknow - Lalbagh,85.15,186.78,36.03,43.48,6.04,0.92,49.34,183.00 ,,
,14/04/2021,Lucknow - Lalbagh,58.19,177.07,46.6,42.8,6.4,0.6,50.17,152.00 ,,
,15/04/2021,Lucknow - Lalbagh,96.52,194.33,42.6,42.03,7.04,0.9,50.76,220.00 ,,
,16/04/2021,Lucknow - Lalbagh,104.28,209.07,57.93,53.36,7.65,0.82,28.95,246.00 ,,
,17/04/2021,Lucknow - Lalbagh,89.84,212.35,35.23,44.96,6.04,0.85,29.95,199.00 ,,
,18/04/2021,Lucknow - Lalbagh,75.41,127.27,26.11,44.97,6.81,0.87,28.5,150.00 ,,
,19/04/2021,Lucknow - Lalbagh,100.62,159.9,35.11,44.88,6.21,0.9,46.29,234.00 ,,
,20/04/2021,Lucknow - Lalbagh,104.71,149.9,45.25,44.89,5.49,0.76,54.37,248.00 ,,
,21/04/2021,Lucknow - Lalbagh,115.04,172.25,31.75,44.89,5.69,0.46,54.61,283.00 ,,
,22/04/2021,Lucknow - Lalbagh,46.42,97.04,35.91,44.9,7.18,1.14,51.42,97.00 ,,
,23/04/2021,Lucknow - Lalbagh,65.44,103.28,48.13,44.83,5.74,0.87,52.28,116.00 ,,
,24/04/2021,Lucknow - Lalbagh,59.87,102.63,30.77,44.89,7.07,1.08,54.94,102.00 ,,
,25/04/2021,Lucknow - Lalbagh,58.6,96.04,31.8,44.86,7.05,0.47,56.58,98.00 ,,
,26/04/2021,Lucknow - Lalbagh,80.72,135.77,46.88,44,7.23,0.8,57.19,168.00 ,,
,27/04/2021,Lucknow - Lalbagh,94.64,166.4,66.3,44.88,8.08,0.94,57.88,213.00 ,,
,28/04/2021,Lucknow - Lalbagh,109.59,192.42,49.01,44.84,7.33,0.93,60.59,264.00 ,,
,29/04/2021,Lucknow - Lalbagh,123.63,231.7,48.89,44.86,6.06,1.25,52.73,303.00 ,,
,30/04/2021,Lucknow - Lalbagh,95.19,188.06,34.43,44.89,9.47,1.05,57.25,215.00 ,,
May/21,01/05/2021,Lucknow - Lalbagh,93.56,174.84,34.55,45,12.74,1.21,52.18,210.00 ,,
,02/05/2021,Lucknow - Lalbagh,65.35,147.9,21.07,44.96,12.58,0.99,42.43,132.00 ,,
,03/05/2021,Lucknow - Lalbagh,53.61,107.78,24.84,44.91,9.37,1.34,44.69,106.00 ,,
,04/05/2021,Lucknow - Lalbagh,57.63,118.87,21.64,44.92,8.53,0.7,43.1,113.00 ,,
,05/05/2021,Lucknow - Lalbagh,54.34,136.88,18.96,44.93,11.64,0.71,45.46,125.00 ,,
,06/05/2021,Lucknow - Lalbagh,54.42,122.98,22.07,44.89,10.88,1.21,43.91,116.00 ,,
,07/05/2021,Lucknow - Lalbagh,41.59,104.59,17.39,44.92,7.21,0.72,43.95,103.00 ,,
,08/05/2021,Lucknow - Lalbagh,51.6,101.98,24.42,44.94,11.07,1.23,47.17,102.00 ,,
,09/05/2021,Lucknow - Lalbagh,61.19,123.54,18.87,44.84,8.14,1.15,44.69,116.00 ,,
,10/05/2021,Lucknow - Lalbagh,43.28,112.51,18.56,44.98,7.67,0.73,45.79,109.00 ,,
,11/05/2021,Lucknow - Lalbagh,54.43,123.8,23.4,44.47,11.47,0.82,45.8,116.00 ,,
,12/05/2021,Lucknow - Lalbagh,65.19,154.91,25.38,45.17,14.52,1.13,45.89,137.00 ,,
,13/05/2021,Lucknow - Lalbagh,18.47,46.71,18.21,44.91,8.6,0.79,43.5,47.00 ,,
,14/05/2021,Lucknow - Lalbagh,35.1,68.66,25.7,44.88,8.84,1.36,41.33,69.00 ,,
,15/05/2021,Lucknow - Lalbagh,47.63,98.51,31.96,44.83,10.96,1.35,42.31,99.00 ,,
,16/05/2021,Lucknow - Lalbagh,57.68,113.8,30.15,44.83,12.65,1.46,45.24,110.00 ,,
,17/05/2021,Lucknow - Lalbagh,86.03,176.58,32.48,44.93,14.13,1.16,51.27,186.00 ,,
,18/05/2021,Lucknow - Lalbagh,44.06,90.59,15.35,44.87,10.22,0.87,57.94,91.00 ,,
,19/05/2021,Lucknow - Lalbagh,33.25,67.04,13.44,44.88,12.42,1.01,56.85,67.00 ,,
,20/05/2021,Lucknow - Lalbagh,16.28,35.44,7.25,44.29,9.92,0.97,54.22,54.00 ,,
,21/05/2021,Lucknow - Lalbagh,17.57,39.05,13.91,45,11.63,1.09,56.43,56.00 ,,
,22/05/2021,Lucknow - Lalbagh,28.8,75.09,12.29,44.86,12.33,1.07,51.77,75.00 ,,
,23/05/2021,Lucknow - Lalbagh,48.46,92.8,9.36,45.59,7.76,1.41,55.73,93.00 ,,
,24/05/2021,Lucknow - Lalbagh,117.35,240.37,10.13,43.31,10.99,1.36,54.72,291.00 ,,
,25/05/2021,Lucknow - Lalbagh,58.98,121.39,9.58,45.96,10.57,1.44,50.86,115.00 ,,
,26/05/2021,Lucknow - Lalbagh,32.51,67.64,7.33,44.9,11.18,1.25,53.03,68.00 ,,
,27/05/2021,Lucknow - Lalbagh,31.11,73.98,6.36,44.9,9.61,1.34,52.9,74.00 ,,
,28/05/2021,Lucknow - Lalbagh,7.75,35.12,2.19,44.96,9.35,1.28,47.6,61.00 ,,
,29/05/2021,Lucknow - Lalbagh,6.38,26.11,3.13,44.94,10.69,1.35,49.59,65.00 ,,
,30/05/2021,Lucknow - Lalbagh,28.34,56.54,3.39,44.96,10.68,1.4,50.28,67.00 ,,
,31/05/2021,Lucknow - Lalbagh,52.47,95.1,8.72,45.04,14.14,2.45,47,105.00 ,,
Jun/21,01/06/2021,Lucknow - Lalbagh,31.81,90.55,25.65,44.95,17.08,1.86,44.06,92.00 ,,
,02/06/2021,Lucknow - Lalbagh,44.83,97,18.32,44.91,9.28,1.56,46.8,97.00 ,,
,03/06/2021,Lucknow - Lalbagh,51.88,93.94,19.61,44.84,6.51,1.64,43.97,94.00 ,,
,04/06/2021,Lucknow - Lalbagh,63.53,106.64,23.78,44.9,7.21,1.32,42.98,110.00 ,,
,05/06/2021,Lucknow - Lalbagh,43.82,80.82,22.57,44.85,6.48,1.32,45.51,81.00 ,,
,06/06/2021,Lucknow - Lalbagh,43.87,88.17,22.51,44.96,8.47,1.32,44.87,88.00 ,,
,07/06/2021,Lucknow - Lalbagh,73.18,141.67,28.91,44.36,13.55,1.31,45.62,143.00 ,,
,08/06/2021,Lucknow - Lalbagh,67.17,141.11,28.44,44.46,13.13,1.33,44.51,128.00 ,,
,09/06/2021,Lucknow - Lalbagh,56.81,122.33,27.5,46.76,15.13,1.3,45.02,115.00 ,,
,10/06/2021,Lucknow - Lalbagh,29.74,65.17,21.51,45.43,11.36,1.62,40.02,79.00 ,,
,11/06/2021,Lucknow - Lalbagh,58.1,96.03,10.26,45.32,10.17,1.16,45.34,97.00 ,,
,12/06/2021,Lucknow - Lalbagh,22.13,55.21,16.11,44.9,16,1.65,45.11,81.00 ,,
,13/06/2021,Lucknow - Lalbagh,10.87,32.15,9.95,44.87,7.53,1.34,41.1,64.00 ,,
,14/06/2021,Lucknow - Lalbagh,5.95,23.39,7.09,45,10.7,1.44,44.05,70.00 ,,
,15/06/2021,Lucknow - Lalbagh,10.35,37.97,7.27,44.81,13.81,1.54,41.07,75.00 ,,
,16/06/2021,Lucknow - Lalbagh,26.31,71.56,8.48,44.87,7.73,2.42,41.38,105.00 ,,
,17/06/2021,Lucknow - Lalbagh,15.74,52.39,7.13,44.86,3.87,1.03,49.19,52.00 ,,
,18/06/2021,Lucknow - Lalbagh,15.22,39.7,6.62,44.87,5.23,1.14,46.23,53.00 ,,
,19/06/2021,Lucknow - Lalbagh,13.09,30.27,5.81,44.88,2.96,1,45.35,50.00 ,,
,20/06/2021,Lucknow - Lalbagh,12.86,37.97,5.73,44.79,1.69,1,41.09,50.00 ,,
,21/06/2021,Lucknow - Lalbagh,23.04,59.74,6.42,44.94,2.5,2.69,38.37,108.00 ,,
,22/06/2021,Lucknow - Lalbagh,34.54,79.18,7.05,44.83,3.64,1.08,42.62,79.00 ,,
,23/06/2021,Lucknow - Lalbagh,35.8,88.15,6.11,44.92,3.98,1.12,49.91,88.00 ,,
,24/06/2021,Lucknow - Lalbagh,32.94,68.32,9.34,42.54,8.9,1.2,53.25,68.00 ,,
,25/06/2021,Lucknow - Lalbagh,32.66,61.1,16.88,44.93,8.33,1,50.66,61.00 ,,
,26/06/2021,Lucknow - Lalbagh,33.51,56.38,18.38,44.97,8.47,1,48.78,56.00 ,,
,27/06/2021,Lucknow - Lalbagh,37.4,63,17.52,44.83,6.41,1,42.2,63.00 ,,
,28/06/2021,Lucknow - Lalbagh,44.44,76.24,16.78,44.91,8.44,1,39.45,76.00 ,,
,29/06/2021,Lucknow - Lalbagh,74.39,126.98,15.52,46.87,8.37,1.03,39.41,147.00 ,,
,30/06/2021,Lucknow - Lalbagh,84.16,176.71,25.76,45.03,10.43,0.99,43.99,180.00 ,,
Jul/21,01/07/2021,Lucknow - Lalbagh,74.3,163.29,21.4,44.94,7.24,0.98,49.54,146.00 ,,
,02/07/2021,Lucknow - Lalbagh,52.71,113.66,14.01,42.35,8.17,0.96,52.2,109.00 ,,
,03/07/2021,Lucknow - Lalbagh,46.22,92.11,26.53,45.21,6.26,1.01,53.44,92.00 ,,
,04/07/2021,Lucknow - Lalbagh,53.38,97.06,40.28,45.21,7.25,1,48.96,97.00 ,,
,05/07/2021,Lucknow - Lalbagh,58.59,110.73,42.39,44.88,6.71,1,51.9,107.00 ,,
,06/07/2021,Lucknow - Lalbagh,55.82,123.42,67.89,44.96,8.48,0.88,50.84,116.00 ,,
,07/07/2021,Lucknow - Lalbagh,60.6,131.06,73.14,44.93,7.33,1.06,50.52,121.00 ,,
,08/07/2021,Lucknow - Lalbagh,47.62,95.64,58.98,44.82,7.71,1.26,47.84,96.00 ,,
,09/07/2021,Lucknow - Lalbagh,30.5,73.87,64.2,44.93,9.56,1.18,49.12,80.00 ,,
,10/07/2021,Lucknow - Lalbagh,32,59.46,57.86,44.88,7.81,1.31,45.55,72.00 ,,
,11/07/2021,Lucknow - Lalbagh,34.52,66.03,55.57,44.87,10.41,1,45.64,69.00 ,,
,12/07/2021,Lucknow - Lalbagh,23.28,57,68.23,45.04,10.02,0.99,43.94,85.00 ,,
,13/07/2021,Lucknow - Lalbagh,21.81,72.14,60.33,44.82,9.01,1,40.91,75.00 ,,
,14/07/2021,Lucknow - Lalbagh,25.95,97.22,56.86,45.3,5.49,0.99,42.86,97.00 ,,
,15/07/2021,Lucknow - Lalbagh,32,95.71,30.41,45.05,7.93,0.99,38.26,96.00 ,,
,16/07/2021,Lucknow - Lalbagh,42.02,87.89,30.47,44.89,7.16,1,27.76,88.00 ,,
,17/07/2021,Lucknow - Lalbagh,36.89,71.82,17.5,44.83,9.45,0.99,28.67,72.00 ,,
,18/07/2021,Lucknow - Lalbagh,21.28,43.24,15.3,44.93,6.32,1,30.88,50.00 ,,
,19/07/2021,Lucknow - Lalbagh,20.04,39,36.1,45.05,7.85,1,30.88,50.00 ,,
,20/07/2021,Lucknow - Lalbagh,17.76,38.46,51.15,44.93,7.89,1,31.99,64.00 ,,
,21/07/2021,Lucknow - Lalbagh,20.67,46.65,48.05,45,6.19,1,31.14,60.00 ,,
,22/07/2021,Lucknow - Lalbagh,19.81,47.06,42.07,44.88,6.8,1,31.87,52.00 ,,
,23/07/2021,Lucknow - Lalbagh,32.76,55.83,22.29,44.95,7.3,1,28.88,56.00 ,,
,24/07/2021,Lucknow - Lalbagh,35.27,58.09,21.48,44.91,9.42,1,31.8,58.00 ,,
,25/07/2021,Lucknow - Lalbagh,41.12,65.99,16.36,44.86,6.9,1,33.34,68.00 ,,
,26/07/2021,Lucknow - Lalbagh,39.18,84.85,11.96,44.94,8.73,1,35.29,85.00 ,,
,27/07/2021,Lucknow - Lalbagh,13.95,49.81,9.03,44.92,10.48,1,41.93,50.00 ,,
,28/07/2021,Lucknow - Lalbagh,11.23,38.43,10.08,44.82,7.74,1,42.18,50.00 ,,
,29/07/2021,Lucknow - Lalbagh,14.44,36.7,5.99,44.89,12.07,1,32.77,50.00 ,,
,30/07/2021,Lucknow - Lalbagh,22.02,52.8,10.16,45.17,8.81,0.99,34.45,53.00 ,,
,31/07/2021,Lucknow - Lalbagh,12.58,30.35,7.21,44.37,7.63,0.99,34.83,50.00 ,,
Aug/21,01/08/2021,Lucknow - Lalbagh,11.75,30.24,7.27,40.77,6.21,0.91,36.15,46.00 ,,
,02/08/2021,Lucknow - Lalbagh,19.08,56.77,21.64,44.55,6.95,1,34.44,57.00 ,,
,03/08/2021,Lucknow - Lalbagh,19.24,54.32,38.73,47.21,4.6,1.02,38.66,54.00 ,,
,04/08/2021,Lucknow - Lalbagh,22.16,62.6,39.21,45.18,4.38,1,38.61,63.00 ,,
,05/08/2021,Lucknow - Lalbagh,22.11,65.02,21,30.06,7.72,1,29.59,65.00 ,,
,06/08/2021,Lucknow - Lalbagh,30.34,82.72,15.02,32.51,12.45,1.01,36.9,83.00 ,,
,07/08/2021,Lucknow - Lalbagh,33.82,93.07,10.24,30.22,6.33,1,37.13,93.00 ,,
,08/08/2021,Lucknow - Lalbagh,28.51,78.56,9.03,28.78,6.47,0.99,38.59,79.00 ,,
,09/08/2021,Lucknow - Lalbagh,21.05,64.27,12.33,27.87,7.89,1,33.92,64.00 ,,
,10/08/2021,Lucknow - Lalbagh,23.52,63.73,8.32,35.23,7.29,1,38.29,64.00 ,,
,11/08/2021,Lucknow - Lalbagh,41.09,102.04,12.89,42.91,7.82,1.01,33.86,102.00 ,,
,12/08/2021,Lucknow - Lalbagh,36.04,103.8,10.11,45.61,10.49,0.98,36.86,103.00 ,,
,13/08/2021,Lucknow - Lalbagh,34.41,103.44,24.57,41.1,12.52,0.92,40.9,103.00 ,,
,14/08/2021,Lucknow - Lalbagh,43.58,129.01,7.71,37.64,10.02,1.03,35.37,120.00 ,,
,15/08/2021,Lucknow - Lalbagh,37.61,117.67,9.66,33.01,9.27,1.01,34.54,112.00 ,,
,16/08/2021,Lucknow - Lalbagh,37.22,103.92,11.56,31.5,9.46,1,35.92,103.00 ,,
,17/08/2021,Lucknow - Lalbagh,46.95,126.17,8.73,34.41,9.29,1,36.89,118.00 ,,
,18/08/2021,Lucknow - Lalbagh,42.37,111.85,8.14,35.51,7.78,1,31.13,108.00 ,,
,19/08/2021,Lucknow - Lalbagh,33.08,96.88,8.56,35.05,6.69,1,30.16,97.00 ,,
,20/08/2021,Lucknow - Lalbagh,33.27,71.44,12.14,33.11,8.67,1,36.92,71.00 ,,
,21/08/2021,Lucknow - Lalbagh,29.66,63.39,23.5,27.13,5.86,1,37.32,63.00 ,,
,22/08/2021,Lucknow - Lalbagh,45.49,76.3,21.68,25.29,9.01,1,39.75,76.00 ,,
,23/08/2021,Lucknow - Lalbagh,38.75,79.03,14.85,25.81,12.07,1,43.13,79.00 ,,
,24/08/2021,Lucknow - Lalbagh,21.53,72.69,12.8,26.02,9.18,0.99,43.77,73.00 ,,
,25/08/2021,Lucknow - Lalbagh,27.01,103.79,16.22,25.63,10.12,1,38.91,103.00 ,,
,26/08/2021,Lucknow - Lalbagh,41.86,124.04,15.13,34.92,6.97,1,57.11,116.00 ,,
,27/08/2021,Lucknow - Lalbagh,38.16,98.41,14.77,39.74,5.33,1,60.82,98.00 ,,
,28/08/2021,Lucknow - Lalbagh,37.63,89.32,13.94,43.85,6.64,1,60.94,89.00 ,,
,29/08/2021,Lucknow - Lalbagh,25.25,57.69,12.99,41.62,4.29,1,63.6,64.00 ,,
,30/08/2021,Lucknow - Lalbagh,12.21,33.46,10.07,60.02,6.81,1.01,66.98,67.00 ,,
,31/08/2021,Lucknow - Lalbagh,19.66,48.69,9.93,49.24,8.65,1,67.07,67.00 ,,
Sep/21,01/09/2021,Lucknow - Lalbagh,32.1,82.54,15.42,53.39,7.29,1,72.95,83.00 ,,
,02/09/2021,Lucknow - Lalbagh,30.48,86.64,15.5,46.31,5.96,1,64.55,87.00 ,,
,03/09/2021,Lucknow - Lalbagh,28.55,78.25,9,38.47,5.51,1,63.85,78.00 ,,
,04/09/2021,Lucknow - Lalbagh,13.75,40.43,11.86,29.61,7.51,1,63,63.00 ,,
,05/09/2021,Lucknow - Lalbagh,34.02,64.85,9.66,30.17,5.17,1,61.45,65.00 ,,
,06/09/2021,Lucknow - Lalbagh,45.15,83.75,10.4,29.99,5.59,0.99,64.92,84.00 ,,
,07/09/2021,Lucknow - Lalbagh,29.29,64.13,17.25,30.45,10.61,1,64.74,65.00 ,,
,08/09/2021,Lucknow - Lalbagh,22.12,50.71,8.81,30.5,6.25,1,68.6,69.00 ,,
,09/09/2021,Lucknow - Lalbagh,25.27,60.7,11.38,30.81,4.16,0.94,54.11,61.00 ,,
,10/09/2021,Lucknow - Lalbagh,23.06,61.64,58.55,30.62,8.33,1.01,41.46,73.00 ,,
,11/09/2021,Lucknow - Lalbagh,24.56,63.47,29.64,30.69,7.38,1.01,40.42,63.00 ,,
,12/09/2021,Lucknow - Lalbagh,19.66,58.03,57.17,30.64,8.15,1,38.83,71.00 ,,
,13/09/2021,Lucknow - Lalbagh,19.83,76.81,77.31,43.69,10.44,0.57,37.17,97.00 ,,
,14/09/2021,Lucknow - Lalbagh,17.94,64.4,66.15,44.95,5.95,NA,36.11,83.00 ,,
,15/09/2021,Lucknow - Lalbagh,16.73,32.11,49.81,32.96,9.32,NA,38.4,62.00 ,,
,16/09/2021,Lucknow - Lalbagh,14.96,55.06,34.09,39.33,7.81,NA,37.25,55.00 ,,
,17/09/2021,Lucknow - Lalbagh,18.43,46.06,44.71,39.74,8.63,NA,41.07,56.00 ,,
,18/09/2021,Lucknow - Lalbagh,35.26,74.76,69.32,39.89,9.01,NA,36.88,87.00 ,,
,19/09/2021,Lucknow - Lalbagh,46.41,94.19,62.24,40.19,7.08,NA,37.96,94.00 ,,
,20/09/2021,Lucknow - Lalbagh,40.57,101.11,49.53,38.25,6.29,NA,37.51,101.00 ,,
,21/09/2021,Lucknow - Lalbagh,23.71,62.13,29.49,31.27,5.54,NA,41.21,62.00 ,,
,25/09/2021,Lucknow - Lalbagh,29.44,94.62,38.93,30.52,6.06,0.52,55.12,95.00 ,,
,26/09/2021,Lucknow - Lalbagh,28.12,74.25,39.11,30.87,8.7,0.81,70.84,74.00 ,,
,27/09/2021,Lucknow - Lalbagh,30.74,70.61,43.27,30.45,8.66,1.09,43.4,71.00 ,,
,28/09/2021,Lucknow - Lalbagh,24.66,71.74,35.62,30.92,6.18,0.83,73.2,73.00 ,,
,29/09/2021,Lucknow - Lalbagh,27.03,97.7,36.12,30.47,9.51,1.34,75.6,98.00 ,,
,30/09/2021,Lucknow - Lalbagh,25.08,74.25,54.53,30.1,9.4,1.4,65.84,74.00 ,,
Oct/21,01/10/2021,Lucknow - Lalbagh,32.1,79.75,60.38,30.5,10.87,1.94,16.96,97.00 ,,
,02/10/2021,Lucknow - Lalbagh,29.22,65.18,53.39,28.3,9.66,0.95,17.71,67.00 ,,
,03/10/2021,Lucknow - Lalbagh,26.71,58.06,48.87,28.13,11.76,0.88,18.32,61.00 ,,
,04/10/2021,Lucknow - Lalbagh,25.8,54.35,48.38,28.59,8.53,3.08,21.36,113.00 ,,
,05/10/2021,Lucknow - Lalbagh,33.34,76.44,59.67,29.37,9.89,1.68,19.86,83.00 ,,
,06/10/2021,Lucknow - Lalbagh,31.01,70.95,58.64,29.08,15.64,2.48,17.52,106.00 ,,
,07/10/2021,Lucknow - Lalbagh,47.25,105.18,57.81,36.82,11,2.19,14.91,104.00 ,,
,08/10/2021,Lucknow - Lalbagh,77.44,162.04,52.76,43.17,11.43,2.5,21.4,157.00 ,,
,09/10/2021,Lucknow - Lalbagh,85.27,185.19,50.82,43.34,7.94,2.41,16.85,184.00 ,,
,10/10/2021,Lucknow - Lalbagh,87.08,192.52,53.22,43.31,15.83,2.44,19.08,190.00 ,,
,11/10/2021,Lucknow - Lalbagh,85.42,184.7,75.72,43.56,16.55,2.27,19.42,184.00 ,,
,12/10/2021,Lucknow - Lalbagh,73.37,158.49,65.02,43.31,20.02,2.54,18.62,143.00 ,,
,13/10/2021,Lucknow - Lalbagh,68.26,167.99,51.76,38.05,6.92,1.36,20.65,146.00 ,,
,14/10/2021,Lucknow - Lalbagh,88.37,196.83,52.29,32.01,9.99,0.87,18.97,194.00 ,,
,15/10/2021,Lucknow - Lalbagh,99.46,216.88,63.66,41.06,9.97,1.19,21.18,230.00 ,,
,16/10/2021,Lucknow - Lalbagh,89.14,200.9,77.42,40.92,13.13,1.54,21.11,197.00 ,,
,17/10/2021,Lucknow - Lalbagh,34.75,85.85,66.52,41.23,11.5,0.99,22.96,86.00 ,,
,18/10/2021,Lucknow - Lalbagh,8.92,41.27,36.93,30.65,9.26,0.43,20.7,46.00 ,,
,19/10/2021,Lucknow - Lalbagh,18.29,45.97,18.38,25.33,10.91,1,19.37,50.00 ,,
,20/10/2021,Lucknow - Lalbagh,54.97,139.14,24.52,42.14,7.13,1.2,18.63,126.00 ,,
,21/10/2021,Lucknow - Lalbagh,76.88,187.72,37.51,49.56,7.22,1.27,29.21,159.00 ,,
,22/10/2021,Lucknow - Lalbagh,62.31,161.09,44.5,37.13,7.63,1.13,32.03,141.00 ,,
,23/10/2021,Lucknow - Lalbagh,67.79,164.56,39.27,43.23,6.84,1.58,20.09,143.00 ,,
,24/10/2021,Lucknow - Lalbagh,66.63,139.69,38.64,50.28,9.51,1.32,27.13,127.00 ,,
,25/10/2021,Lucknow - Lalbagh,59.09,134.86,33.91,49.98,8.27,0.92,28.71,123.00 ,,
,26/10/2021,Lucknow - Lalbagh,50.69,124.41,40.71,50.73,8.18,1.18,24.36,117.00 ,,
,27/10/2021,Lucknow - Lalbagh,64.23,147.47,44.87,50.1,4.15,1.91,21.05,132.00 ,,
,28/10/2021,Lucknow - Lalbagh,93.22,209.86,57.71,64.11,5.69,2.69,22.98,209.00 ,,
,29/10/2021,Lucknow - Lalbagh,93.88,195.54,65.77,97.63,5.97,3.03,19.8,211.00 ,,
,30/10/2021,Lucknow - Lalbagh,76.49,161.39,55.5,96.24,7.34,2.18,20.32,154.00 ,,
,31/10/2021,Lucknow - Lalbagh,114.37,228.41,60.11,90.74,4.83,2.48,20.25,281.00 ,,
Nov/21,01/11/2021,Lucknow - Lalbagh,143.58,289.46,70.66,128.28,6.62,3.25,19.7,318.00 ,,
,02/11/2021,Lucknow - Lalbagh,114.55,235.41,62.89,132.46,6.22,2.96,20.44,281.00 ,,
,03/11/2021,Lucknow - Lalbagh,114.43,233.23,64.02,134.42,6.15,3.21,31.97,281.00 ,,
,04/11/2021,Lucknow - Lalbagh,170.44,211.95,56.45,127.59,12.92,2.7,39.47,339.00 ,,
,05/11/2021,Lucknow - Lalbagh,208.28,308.17,52.04,114.11,12.32,2.5,37.46,368.00 ,,
,06/11/2021,Lucknow - Lalbagh,74,295.15,45.55,84.22,12.47,2.32,50.14,245.00 ,,
,07/11/2021,Lucknow - Lalbagh,132.15,347.31,57.3,90.95,13.36,2.91,41.33,310.00 ,,
,08/11/2021,Lucknow - Lalbagh,151.8,347.72,65.96,129.31,16.02,3.49,57.7,325.00 ,,
,09/11/2021,Lucknow - Lalbagh,177.57,334.35,61.13,117.71,8.12,3.43,51.38,344.00 ,,
,10/11/2021,Lucknow - Lalbagh,153.04,277.78,67.59,163.83,8.03,3.64,39.63,326.00 ,,
,11/11/2021,Lucknow - Lalbagh,131.39,269.42,69.98,167.72,9.82,4.39,76.37,309.00 ,,
,12/11/2021,Lucknow - Lalbagh,119.17,222.56,69.62,140.43,11.45,3.65,60.92,297.00 ,,
,13/11/2021,Lucknow - Lalbagh,139.7,231.9,65.45,160.58,10.99,4.4,49.33,315.00 ,,
,14/11/2021,Lucknow - Lalbagh,154.56,235.76,66.96,140.5,7.3,4.09,48.78,327.00 ,,
,15/11/2021,Lucknow - Lalbagh,143.81,226.39,69.23,167.24,8.56,4.57,50.77,319.00 ,,
,16/11/2021,Lucknow - Lalbagh,127.87,238.7,68.87,132.17,6.74,3.19,54.51,306.00 ,,
,17/11/2021,Lucknow - Lalbagh,130.15,256.82,66.71,139.93,6.59,3.14,54.68,308.00 ,,
,18/11/2021,Lucknow - Lalbagh,133.61,286.53,61.09,69.81,7.99,1.94,57.22,311.00 ,,
,19/11/2021,Lucknow - Lalbagh,135.46,242.11,57.41,71.68,7.5,1.6,47.25,312.00 ,,
,20/11/2021,Lucknow - Lalbagh,138.43,268.58,74.03,79.69,10.28,1.84,37.51,314.00 ,,
,21/11/2021,Lucknow - Lalbagh,130.57,233.33,66.5,65.47,9.09,1.66,66.87,308.00 ,,
,22/11/2021,Lucknow - Lalbagh,103.77,205.7,76.8,56.59,8.09,1.81,72.61,245.00 ,,
,23/11/2021,Lucknow - Lalbagh,111.16,229.9,70.88,55.86,13.96,2.6,66.86,270.00 ,,
,24/11/2021,Lucknow - Lalbagh,175,309.89,83.11,70.16,11.79,3.64,28.99,342.00 ,,
,25/11/2021,Lucknow - Lalbagh,152.47,289.52,81.46,65.05,10.77,2.64,26.55,325.00 ,,
,26/11/2021,Lucknow - Lalbagh,185.59,346.75,74.6,73.63,9.16,2.69,24.37,351.00 ,,
,27/11/2021,Lucknow - Lalbagh,225.87,404.22,66.19,96.56,8.37,2.22,18.72,381.00 ,,
,28/11/2021,Lucknow - Lalbagh,160.54,311.31,67.2,79.71,7.66,1.14,17.92,331.00 ,,
,29/11/2021,Lucknow - Lalbagh,157.63,284.25,56.53,69.8,10.1,0.75,19.35,329.00 ,,
,30/11/2021,Lucknow - Lalbagh,137.54,248.1,64.92,63.5,8.79,0.85,17.88,314.00 ,,
Dec/21,01/12/2021,Lucknow - Lalbagh,127.14,226.24,61.83,59.61,6.14,1.47,9.24,306.00 ,,
